VEHICLE_ID;CARGO_MANIFEST_ID;POSX;POSY;POSZ;POWER GENERATOR;NUMBER OF GENERATORS;CONTAINER_ID;TEMPERATURE
2;1060;0;3;3;3794;6;9426730;5
3;1141;0;0;0;4790;5;5198086;4
3;1141;0;0;1;4790;5;8863144;-3
3;1141;0;0;2;4790;5;3030019;-2
3;1141;0;0;3;4790;5;3059435;-5
3;1141;0;0;4;4790;5;7498645;-2
3;1141;0;1;0;4790;5;8811557;-1
3;1141;0;1;1;4790;5;9753997;6
3;1141;0;1;2;4790;5;3693407;-2
3;1141;0;1;3;4790;5;4987983;0
3;1141;0;1;4;4790;5;8007927;6
3;1141;0;2;0;4790;5;8807282;2
3;1141;0;2;1;4790;5;2778946;2
3;1141;0;2;2;4790;5;3741344;3
3;1141;0;2;3;4790;5;2001850;5
3;1141;0;2;4;4790;5;8403638;-2
3;1141;0;3;0;4790;5;2655382;0
3;1141;0;3;1;4790;5;2268792;-1
3;1141;0;3;2;4790;5;8904801;7
3;1141;0;3;3;4790;5;6793386;-5
3;1141;0;3;4;4790;5;9790113;2
3;1141;0;4;0;4790;5;2976294;6
3;1141;0;4;1;4790;5;1893728;4
3;1141;0;4;2;4790;5;4143557;1
3;1141;0;4;3;4790;5;7184431;1
3;1141;0;4;4;4790;5;7320818;0
3;1141;1;0;0;4790;5;1217220;7
3;1141;1;0;1;4790;5;6914120;5
3;1141;1;0;2;4790;5;4404713;0
3;1141;1;0;3;4790;5;2649305;0
3;1141;1;0;4;4790;5;1850578;7
3;1141;1;1;0;4790;5;6395530;0
3;1141;1;1;1;4790;5;4530106;5
3;1141;1;1;2;4790;5;6324869;-3
3;1141;1;1;3;4790;5;7966690;-1
3;1141;1;1;4;4790;5;2380066;0
3;1141;1;2;0;4790;5;9077935;-1
3;1141;1;2;1;4790;5;7619570;1
3;1141;1;2;2;4790;5;9595857;6
3;1141;1;2;3;4790;5;4114241;2
3;1141;1;2;4;4790;5;5072392;6
3;1141;1;3;0;4790;5;1300771;-5
3;1141;1;3;1;4790;5;1001174;6
3;1141;1;3;2;4790;5;4086818;-5
3;1141;1;3;3;4790;5;4078353;6
3;1141;1;3;4;4790;5;2401362;7
3;1141;1;4;0;4790;5;9153595;3
3;1141;1;4;1;4790;5;3476643;-1
3;1141;1;4;2;4790;5;5247924;6
3;1141;1;4;3;4790;5;1864098;-1
3;1141;1;4;4;4790;5;6407101;-5
3;1141;2;0;0;4790;5;6178986;-5
3;1141;2;0;1;4790;5;1013939;2
3;1141;2;0;2;4790;5;2676242;-4
3;1141;2;0;3;4790;5;4321734;-1
3;1141;2;0;4;4790;5;2040837;3
3;1141;2;1;0;4790;5;5017816;-3
3;1141;2;1;1;4790;5;2598155;-4
3;1141;2;1;2;4790;5;9918170;0
3;1141;2;1;3;4790;5;3950342;6
3;1141;2;1;4;4790;5;9342358;2
3;1141;2;2;0;4790;5;8473385;5
3;1141;2;2;1;4790;5;8677659;6
3;1141;2;2;2;4790;5;4144490;5
3;1141;2;2;3;4790;5;1936211;1
3;1141;2;2;4;4790;5;7483919;2
3;1141;2;3;0;4790;5;7443754;-1
3;1141;2;3;1;4790;5;1149796;2
3;1141;2;3;2;4790;5;2584204;6
3;1141;2;3;3;4790;5;3392099;0
3;1141;2;3;4;4790;5;5672852;1
3;1141;2;4;0;4790;5;3162392;-3
3;1141;2;4;1;4790;5;5521055;-4
3;1141;2;4;2;4790;5;9236709;4
3;1141;2;4;3;4790;5;5485685;-5
3;1141;2;4;4;4790;5;8321525;5
3;1141;3;0;0;4790;5;3719920;5
3;1141;3;0;1;4790;5;2475386;1
3;1141;3;0;2;4790;5;5267440;6
3;1141;3;0;3;4790;5;2374851;-2
3;1141;3;0;4;4790;5;8658112;2
3;1141;3;1;0;4790;5;1859398;5
3;1141;3;1;1;4790;5;2650444;5
3;1141;3;1;2;4790;5;1287848;0
3;1141;3;1;3;4790;5;1546115;-1
3;1141;3;1;4;4790;5;6180265;-2
3;1141;3;2;0;4790;5;9486818;3
3;1141;3;2;1;4790;5;7978201;0
3;1141;3;2;2;4790;5;3393438;1
3;1141;3;2;3;4790;5;3422065;-2
3;1141;3;2;4;4790;5;7742204;-2
3;1141;3;3;0;4790;5;6079946;-1
3;1141;3;3;1;4790;5;4606486;5
3;1141;3;3;2;4790;5;6283925;-4
3;1141;3;3;3;4790;5;9007439;-1
3;1141;3;3;4;4790;5;7641605;-1
3;1141;3;4;0;4790;5;6073516;4
3;1141;3;4;1;4790;5;1814341;3
3;1141;3;4;2;4790;5;9118544;-5
3;1141;3;4;3;4790;5;6427536;1
3;1142;0;0;0;4790;5;6073516;4
