MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Length,Width,Draft,Cargo,TranscieverClass
303221000,31/12/2020 23:15,53.87877,-166.55205,0,-102.7,511,ARCTIC SEA,IMO7819216,WDG5171,30,37,9,3,NA,A
303221000,31/12/2020 23:18,53.87879,-166.55205,0,-155.5,511,ARCTIC SEA,IMO7819216,WDG5171,30,37,9,3,NA,A
303221000,31/12/2020 23:45,53.87878,-166.55198,0,193.2,511,ARCTIC SEA,IMO7819216,WDG5171,30,37,9,3,NA,A
303221000,31/12/2020 23:48,53.87876,-166.55199,0,-191.4,511,ARCTIC SEA,IMO7819216,WDG5171,30,37,9,3,NA,A
303221000,31/12/2020 23:09,53.87878,-166.55199,0,-122.7,511,ARCTIC SEA,IMO7819216,WDG5171,30,37,9,3,NA,A
303221000,31/12/2020 23:03,53.87877,-166.55202,0,-146.4,511,ARCTIC SEA,IMO7819216,WDG5171,30,37,9,3,NA,A
303221000,31/12/2020 23:06,53.87877,-166.55203,0,-163.2,511,ARCTIC SEA,IMO7819216,WDG5171,30,37,9,3,NA,A
303267000,31/12/2020 23:26,60.08477,-149.34998,0,-151.9,511,TUSTUMENA,IMO6421086,WNGW,60,89,18,4.4,NA,A
303267000,31/12/2020 23:32,60.08476,-149.34997,0,-139.2,511,TUSTUMENA,IMO6421086,WNGW,60,89,18,4.4,NA,A
303267000,31/12/2020 23:50,60.08476,-149.34998,0,-82.7,511,TUSTUMENA,IMO6421086,WNGW,60,89,18,4.4,NA,A
303267000,31/12/2020 23:08,60.08477,-149.34998,0,-149.3,511,TUSTUMENA,IMO6421086,WNGW,60,89,18,4.4,NA,A
303267000,31/12/2020 23:23,60.08477,-149.34998,0,-131.3,511,TUSTUMENA,IMO6421086,WNGW,60,89,18,4.4,NA,A
303267000,31/12/2020 23:02,60.08477,-149.34998,0,105.5,511,TUSTUMENA,IMO6421086,WNGW,60,89,18,4.4,NA,A
303267000,31/12/2020 23:14,60.08477,-149.34998,0,-127.1,511,TUSTUMENA,IMO6421086,WNGW,60,89,18,4.4,NA,A
303267000,31/12/2020 23:41,60.08476,-149.34998,0,-162.9,511,TUSTUMENA,IMO6421086,WNGW,60,89,18,4.4,NA,A
303267000,31/12/2020 23:05,60.08477,-149.34998,0,-132.4,511,TUSTUMENA,IMO6421086,WNGW,60,89,18,4.4,NA,A
303267000,31/12/2020 23:47,60.08476,-149.34998,0,109.9,511,TUSTUMENA,IMO6421086,WNGW,60,89,18,4.4,NA,A
303267000,31/12/2020 23:56,60.08476,-149.34998,0,123.6,511,TUSTUMENA,IMO6421086,WNGW,60,89,18,4.4,NA,A
303267000,31/12/2020 23:59,60.08476,-149.34997,0,71.4,511,TUSTUMENA,IMO6421086,WNGW,60,89,18,4.4,NA,A
303267000,31/12/2020 23:38,60.08476,-149.34998,0,-93.5,511,TUSTUMENA,IMO6421086,WNGW,60,89,18,4.4,NA,A
303267000,31/12/2020 23:53,60.08476,-149.34998,0,130.3,511,TUSTUMENA,IMO6421086,WNGW,60,89,18,4.4,NA,A
303267000,31/12/2020 23:17,60.08477,-149.34998,0,-115.9,511,TUSTUMENA,IMO6421086,WNGW,60,89,18,4.4,NA,A
303267000,31/12/2020 23:44,60.08476,-149.34998,0,82.9,511,TUSTUMENA,IMO6421086,WNGW,60,89,18,4.4,NA,A
303267000,31/12/2020 23:20,60.08477,-149.34998,0,-100.3,511,TUSTUMENA,IMO6421086,WNGW,60,89,18,4.4,NA,A
303267000,31/12/2020 23:11,60.08477,-149.34998,0,-85.3,511,TUSTUMENA,IMO6421086,WNGW,60,89,18,4.4,NA,A
303267000,31/12/2020 23:35,60.08476,-149.34998,0,-123.1,511,TUSTUMENA,IMO6421086,WNGW,60,89,18,4.4,NA,A
303267000,31/12/2020 23:29,60.08476,-149.34997,0,-129.5,511,TUSTUMENA,IMO6421086,WNGW,60,89,18,4.4,NA,A
305176000,31/12/2020 14:36,27.52983,-77.6368,7,139.3,134,CELIA,IMO9344394,V2DD5,70,100,15,5.6,70,B
305176000,31/12/2020 14:31,27.53741,-77.64431,7.2,139.8,135,CELIA,IMO9344394,V2DD5,70,100,15,5.6,70,A
305176000,31/12/2020 14:34,27.53309,-77.64001,7.1,139.6,136,CELIA,IMO9344394,V2DD5,70,100,15,5.6,70,B
305176000,31/12/2020 14:29,27.54012,-77.64705,7.4,140.1,134,CELIA,IMO9344394,V2DD5,70,100,15,5.6,70,A
305373000,31/12/2020 08:16,23.15489,-82.36574,7.8,-75.6,344,BOREAS,IMO9488645,V2EB3,70,116,18,7,NA,B
305373000,31/12/2020 16:45,23.37555,-81.03043,7.8,82.1,88,BOREAS,IMO9488645,V2EB3,70,116,18,7,NA,B
305776000,31/12/2020 09:29,27.25354,-127.77908,15.3,66,64,INDUSTRIAL FAITH,IMO9506758,V2FR9,70,153,23,8.5,NA,B
305776000,31/12/2020 09:18,27.23593,-127.82214,14.6,64.8,66,INDUSTRIAL FAITH,IMO9506758,V2FR9,70,153,23,8.5,NA,B
305776000,31/12/2020 09:30,27.25594,-127.77363,15.1,65.7,64,INDUSTRIAL FAITH,IMO9506758,V2FR9,70,153,23,8.5,NA,B
305776000,31/12/2020 09:16,27.23129,-127.83372,15.3,65.1,65,INDUSTRIAL FAITH,IMO9506758,V2FR9,70,153,23,8.5,NA,B
309416000,31/12/2020 18:56,25.83611,-78.50491,1.1,34.1,83,SEABOURN ODYSSEY,IMO9417086,C6XC6,60,198,26,6.4,NA,A
309416000,31/12/2020 16:53,25.83657,-78.50441,0.8,-143.9,146,SEABOURN ODYSSEY,IMO9417086,C6XC6,60,198,26,6.4,NA,A
636019825,31/12/2020 23:35,54.27664,-164.10602,9.3,-133,276,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:32,54.27531,-164.09338,9.5,-135.3,275,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:49,54.28279,-164.16935,9.4,-129.5,274,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:48,54.28232,-164.1642,9.8,-122.7,274,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:45,54.28124,-164.15213,9.8,-125,274,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:29,54.27402,-164.08163,9.5,-132.4,276,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:55,54.28548,-164.19712,9,-132.6,272,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:58,54.28661,-164.20854,9.2,-135.2,273,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:56,54.28601,-164.20205,9.2,-128.5,273,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:38,54.27817,-164.12098,9.7,-129.9,275,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:36,54.27718,-164.11121,9.7,-129.1,274,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:43,54.28062,-164.14533,10.1,-128.2,274,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:39,54.27873,-164.12635,9.6,-135.2,275,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:25,54.27169,-164.06092,9.7,-123.5,276,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:53,54.28473,-164.18922,9.3,-132.6,274,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:42,54.28012,-164.13995,9.9,-125.1,274,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:41,54.27934,-164.13242,9.8,-127.6,275,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:52,54.28424,-164.18409,9.7,-126.6,273,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:21,54.26959,-164.04323,9.3,-134.3,276,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:50,54.28322,-164.17438,9.3,-139.7,274,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:22,54.27031,-164.04899,9.6,-125.5,277,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:37,54.27767,-164.11569,9.8,-128.8,275,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:51,54.28372,-164.17881,9.5,-122.2,274,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:16,54.2674,-164.02421,9.5,-129.4,276,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:31,54.27459,-164.08679,9.4,-132.8,275,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636019825,31/12/2020 23:27,54.27307,-164.07348,9.5,-128.8,276,CONTI LYON,IMO9222285,D5WI6,79,300,40,9.2,79,B
636091400,31/12/2020 18:26,23.07187,-83.53367,15.9,66.2,68,RHL AGILITAS,IMO9373486,A8ND5,70,176,27,10.9,71,B
636092932,31/12/2020 18:49,26.52601,-78.76733,0,-190.6,219,MSC ILONA,IMO9225641,D5VK6,79,299,40,11.8,79,A
636092932,31/12/2020 21:20,26.52601,-78.76737,0,-190.6,219,MSC ILONA,IMO9225641,D5VK6,79,299,40,11.8,79,A
636092932,31/12/2020 12:06,26.52605,-78.76731,0,-189.6,220,MSC ILONA,IMO9225641,D5VK6,79,299,40,11.8,79,A
636092932,31/12/2020 19:01,26.52603,-78.76731,0,-190.6,219,MSC ILONA,IMO9225641,D5VK6,79,299,40,11.8,79,A
636092932,31/12/2020 14:32,26.526,-78.76736,0,-190.6,219,MSC ILONA,IMO9225641,D5VK6,79,299,40,11.8,79,A
